value,startDate
111,2026-02-03 15:43:51 -0500
111,2026-02-03 15:46:13 -0500
116,2026-02-03 15:48:34 -0500
64,2026-02-03 15:50:30 -0500
69,2026-02-03 15:55:35 -0500
102.996,2026-02-03 15:58:11 -0500
96,2026-02-03 16:00:47 -0500
83,2026-02-03 16:05:35 -0500
92,2026-02-03 16:05:40 -0500
104,2026-02-03 16:05:45 -0500
101,2026-02-03 16:05:50 -0500
102,2026-02-03 16:05:54 -0500
102,2026-02-03 16:05:57 -0500
104,2026-02-03 16:06:01 -0500
110,2026-02-03 16:06:06 -0500
108,2026-02-03 16:06:12 -0500
113,2026-02-03 16:06:18 -0500
107,2026-02-03 16:07:05 -0500
107,2026-02-03 16:07:08 -0500
102,2026-02-03 16:07:11 -0500
107,2026-02-03 16:10:50 -0500
117,2026-02-03 16:18:32 -0500
91,2026-02-03 16:14:10 -0500
91,2026-02-03 16:19:27 -0500
124,2026-02-03 16:24:04 -0500
125,2026-02-03 16:24:07 -0500
122,2026-02-03 16:24:15 -0500
119,2026-02-03 16:24:21 -0500
116,2026-02-03 16:24:25 -0500
66,2026-02-03 16:28:51 -0500
76,2026-02-03 16:35:55 -0500
76,2026-02-03 16:37:38 -0500
72,2026-02-03 16:44:23 -0500
75,2026-02-03 16:51:14 -0500
79,2026-02-03 16:56:03 -0500
71,2026-02-03 16:58:54 -0500
85,2026-02-03 17:10:52 -0500
72,2026-02-03 17:15:31 -0500
67,2026-02-03 17:18:02 -0500
63,2026-02-03 17:21:49 -0500
89,2026-02-03 17:26:33 -0500
84,2026-02-03 17:34:06 -0500
69,2026-02-03 17:39:13 -0500
68,2026-02-03 17:42:06 -0500
81,2026-02-03 17:48:53 -0500
72,2026-02-03 17:52:29 -0500
89,2026-02-03 17:58:19 -0500
87,2026-02-03 18:02:13 -0500
69,2026-02-03 18:11:12 -0500
86,2026-02-03 18:14:09 -0500
82,2026-02-03 18:17:33 -0500
87,2026-02-03 18:23:56 -0500
86,2026-02-03 18:26:43 -0500
83,2026-02-03 18:32:22 -0500
75,2026-02-03 18:40:04 -0500
78,2026-02-03 18:45:25 -0500
83,2026-02-03 18:50:44 -0500
75,2026-02-03 18:56:06 -0500
72,2026-02-03 18:59:36 -0500
81,2026-02-03 19:04:17 -0500
80,2026-02-03 19:07:51 -0500
88,2026-02-03 19:13:16 -0500
74,2026-02-03 19:19:30 -0500
79,2026-02-03 19:22:18 -0500
71,2026-02-03 19:27:30 -0500
71,2026-02-03 19:31:45 -0500
70,2026-02-03 19:37:37 -0500
78,2026-02-03 19:46:26 -0500
62,2026-02-03 19:51:22 -0500
69,2026-02-03 19:53:19 -0500
68,2026-02-03 19:57:14 -0500
72,2026-02-03 20:01:58 -0500
61,2026-02-03 20:10:02 -0500
66,2026-02-03 20:13:39 -0500
67,2026-02-03 20:19:16 -0500
61,2026-02-03 20:25:11 -0500
61,2026-02-03 20:29:51 -0500
75,2026-02-03 20:34:17 -0500
83,2026-02-03 20:45:51 -0500
78,2026-02-03 20:47:19 -0500
74,2026-02-03 20:53:37 -0500
95,2026-02-03 21:00:51 -0500
81,2026-02-03 21:03:44 -0500
73,2026-02-03 21:07:13 -0500
76,2026-02-03 21:16:01 -0500
51,2026-02-03 21:17:29 -0500
62,2026-02-03 21:23:26 -0500
79,2026-02-03 21:30:53 -0500
69,2026-02-03 21:34:08 -0500
72,2026-02-03 21:39:49 -0500
65,2026-02-03 21:44:45 -0500
69,2026-02-03 21:47:26 -0500
65,2026-02-03 21:54:30 -0500
67,2026-02-03 21:59:43 -0500
65,2026-02-03 22:03:58 -0500
70,2026-02-03 22:08:12 -0500
66,2026-02-03 22:15:08 -0500
65,2026-02-03 22:17:54 -0500
71,2026-02-03 22:21:53 -0500
65,2026-02-03 22:29:56 -0500
81,2026-02-03 22:32:44 -0500
77,2026-02-03 22:32:49 -0500
75,2026-02-03 22:32:54 -0500
75,2026-02-03 22:32:59 -0500
65,2026-02-03 22:36:12 -0500
69,2026-02-03 22:40:58 -0500
77,2026-02-03 22:44:24 -0500
74.0774,2026-02-03 22:47:03 -0500
70,2026-02-03 22:48:21 -0500
67,2026-02-03 22:52:20 -0500
60,2026-02-03 22:59:08 -0500
75,2026-02-03 23:03:38 -0500
75,2026-02-03 23:03:43 -0500
75,2026-02-03 23:03:48 -0500
73,2026-02-03 23:03:52 -0500
70,2026-02-03 23:03:58 -0500
66,2026-02-03 23:04:02 -0500
62,2026-02-03 23:04:08 -0500
63,2026-02-03 23:04:09 -0500
66,2026-02-03 23:04:16 -0500
63,2026-02-03 23:04:23 -0500
65,2026-02-03 23:04:59 -0500
61,2026-02-03 23:05:04 -0500
61,2026-02-03 23:05:09 -0500
64,2026-02-03 23:05:14 -0500
64,2026-02-03 23:05:19 -0500
64,2026-02-03 23:05:24 -0500
64,2026-02-03 23:05:25 -0500
59,2026-02-03 23:05:34 -0500
63,2026-02-03 23:06:33 -0500
64,2026-02-03 23:06:38 -0500
65,2026-02-03 23:06:43 -0500
65,2026-02-03 23:06:47 -0500
65,2026-02-03 23:06:49 -0500
61,2026-02-03 23:06:58 -0500
62,2026-02-03 23:07:01 -0500
65,2026-02-03 23:07:04 -0500
64,2026-02-03 23:06:02 -0500
67,2026-02-03 23:07:30 -0500
66,2026-02-03 23:07:32 -0500
77,2026-02-03 23:08:08 -0500
76,2026-02-03 23:08:13 -0500
79,2026-02-03 23:08:18 -0500
77,2026-02-03 23:08:23 -0500
65,2026-02-03 23:11:17 -0500
62,2026-02-03 23:13:18 -0500
66,2026-02-03 23:18:22 -0500
61,2026-02-03 23:22:33 -0500
72,2026-02-03 23:30:31 -0500
67,2026-02-03 23:32:16 -0500
68,2026-02-03 23:39:52 -0500
87,2026-02-03 23:46:24 -0500
93,2026-02-03 23:47:37 -0500
71,2026-02-03 23:56:27 -0500
83,2026-02-04 00:03:31 -0500
69,2026-02-04 00:09:47 -0500
68,2026-02-04 00:12:00 -0500
67,2026-02-04 00:20:12 -0500
70,2026-02-04 00:26:15 -0500
69,2026-02-04 00:29:52 -0500
64,2026-02-04 00:31:47 -0500
70,2026-02-04 00:37:11 -0500
71,2026-02-04 00:42:57 -0500
86,2026-02-04 00:50:58 -0500
66,2026-02-04 00:52:25 -0500
70,2026-02-04 00:57:52 -0500
64,2026-02-04 01:05:25 -0500
55,2026-02-04 01:11:09 -0500
55,2026-02-04 01:13:40 -0500
57,2026-02-04 01:17:37 -0500
58,2026-02-04 01:23:57 -0500
61,2026-02-04 01:29:23 -0500
57,2026-02-04 01:32:13 -0500
68,2026-02-04 01:40:25 -0500
63,2026-02-04 01:42:50 -0500
59,2026-02-04 01:47:29 -0500
58,2026-02-04 01:51:55 -0500
83,2026-02-04 07:41:20 -0500
53,2026-02-04 07:50:12 -0500
59,2026-02-04 07:56:25 -0500
60.9647,2026-02-04 07:57:51 -0500
68,2026-02-04 08:00:43 -0500
68,2026-02-04 08:02:38 -0500
65,2026-02-04 08:02:43 -0500
63,2026-02-04 08:02:48 -0500
62,2026-02-04 08:02:53 -0500
62,2026-02-04 08:02:54 -0500
65,2026-02-04 08:02:59 -0500
74,2026-02-04 08:03:04 -0500
88,2026-02-04 08:03:11 -0500
92,2026-02-04 08:03:16 -0500
66,2026-02-04 08:04:12 -0500
61,2026-02-04 08:04:17 -0500
60,2026-02-04 08:04:20 -0500
61,2026-02-04 08:04:23 -0500
62,2026-02-04 08:04:32 -0500
61,2026-02-04 08:04:35 -0500
60,2026-02-04 08:04:42 -0500
58,2026-02-04 08:04:47 -0500
82,2026-02-04 08:05:07 -0500
75,2026-02-04 08:05:13 -0500
68,2026-02-04 08:05:18 -0500
60,2026-02-04 08:05:23 -0500
60,2026-02-04 08:05:28 -0500
60,2026-02-04 08:05:30 -0500
63,2026-02-04 08:05:38 -0500
63,2026-02-04 08:05:53 -0500
59,2026-02-04 08:05:58 -0500
56,2026-02-04 08:06:03 -0500
57,2026-02-04 08:06:08 -0500
59,2026-02-04 08:06:12 -0500
63,2026-02-04 08:06:17 -0500
61,2026-02-04 08:06:20 -0500
58,2026-02-04 08:06:25 -0500
61,2026-02-04 08:02:21 -0500
83,2026-02-04 08:07:15 -0500
83,2026-02-04 08:07:20 -0500
79,2026-02-04 08:07:25 -0500
78,2026-02-04 08:07:26 -0500
72,2026-02-04 08:07:33 -0500
72,2026-02-04 08:07:36 -0500
67,2026-02-04 08:07:43 -0500
72,2026-02-04 08:07:48 -0500
140,2026-02-04 08:26:48 -0500
77,2026-02-04 08:08:37 -0500
93,2026-02-04 08:29:52 -0500
89,2026-02-04 08:36:01 -0500
79,2026-02-04 08:40:16 -0500
73,2026-02-04 08:43:11 -0500
79,2026-02-04 08:49:25 -0500
99,2026-02-04 08:55:41 -0500
128,2026-02-04 09:00:44 -0500
81,2026-02-04 08:52:12 -0500
83,2026-02-04 09:04:56 -0500
81,2026-02-04 09:10:12 -0500
115,2026-02-04 09:19:12 -0500
83,2026-02-04 09:11:58 -0500
72,2026-02-04 09:25:11 -0500
79,2026-02-04 09:30:13 -0500
72,2026-02-04 09:32:13 -0500
71,2026-02-04 09:40:36 -0500
72,2026-02-04 09:46:21 -0500
84,2026-02-04 09:48:30 -0500
78.1839,2026-02-04 09:52:29 -0500
77,2026-02-04 09:52:54 -0500
90,2026-02-04 09:57:54 -0500
85,2026-02-04 10:05:55 -0500
84,2026-02-04 10:09:35 -0500
72,2026-02-04 10:16:22 -0500
80,2026-02-04 10:17:38 -0500
82,2026-02-04 10:25:21 -0500
68,2026-02-04 10:29:02 -0500
129,2026-02-04 10:43:35 -0500
114,2026-02-04 10:46:30 -0500
75,2026-02-04 10:33:01 -0500
77,2026-02-04 10:49:22 -0500
74,2026-02-04 10:52:22 -0500
71,2026-02-04 10:58:10 -0500
81,2026-02-04 11:04:04 -0500
82,2026-02-04 11:09:33 -0500
89,2026-02-04 11:12:39 -0500
77,2026-02-04 11:17:27 -0500
77,2026-02-04 11:22:48 -0500
78,2026-02-04 11:26:54 -0500
75,2026-02-04 11:36:08 -0500
78,2026-02-04 11:38:18 -0500
72,2026-02-04 11:45:52 -0500
79,2026-02-04 11:49:10 -0500
103,2026-02-04 11:58:51 -0500
104,2026-02-04 12:01:48 -0500
71,2026-02-04 11:53:55 -0500
105,2026-02-04 12:04:36 -0500
104,2026-02-04 12:04:41 -0500
96,2026-02-04 12:04:46 -0500
95,2026-02-04 12:04:49 -0500
94,2026-02-04 12:04:52 -0500
99,2026-02-04 12:04:59 -0500
98,2026-02-04 12:05:02 -0500
98,2026-02-04 12:05:07 -0500
100,2026-02-04 12:05:12 -0500
99,2026-02-04 12:05:18 -0500
99,2026-02-04 12:05:22 -0500
111,2026-02-04 12:05:29 -0500
110,2026-02-04 12:05:33 -0500
108,2026-02-04 12:05:40 -0500
110,2026-02-04 12:05:46 -0500
114,2026-02-04 12:05:50 -0500
114,2026-02-04 12:05:52 -0500
115,2026-02-04 12:06:01 -0500
114,2026-02-04 12:06:02 -0500
112,2026-02-04 12:06:11 -0500
113,2026-02-04 12:06:14 -0500
111,2026-02-04 12:06:17 -0500
110,2026-02-04 12:06:24 -0500
110,2026-02-04 12:06:29 -0500
111,2026-02-04 12:06:36 -0500
114,2026-02-04 12:06:38 -0500
113,2026-02-04 12:06:42 -0500
110,2026-02-04 12:06:50 -0500
109,2026-02-04 12:06:56 -0500
113,2026-02-04 12:07:01 -0500
114,2026-02-04 12:07:02 -0500
118,2026-02-04 12:07:07 -0500
113,2026-02-04 12:07:16 -0500
109,2026-02-04 12:07:21 -0500
106,2026-02-04 12:13:57 -0500
90,2026-02-04 12:09:13 -0500
72,2026-02-04 12:27:12 -0500
106,2026-02-04 12:36:54 -0500
84,2026-02-04 12:32:47 -0500
93,2026-02-04 12:39:07 -0500
89,2026-02-04 12:43:53 -0500
122,2026-02-04 12:52:36 -0500
80,2026-02-04 12:46:36 -0500
122,2026-02-04 12:58:36 -0500
131,2026-02-04 13:01:03 -0500
76,2026-02-04 12:55:40 -0500
85,2026-02-04 13:04:09 -0500
62,2026-02-04 13:10:29 -0500
77,2026-02-04 13:12:07 -0500
73,2026-02-04 13:20:53 -0500
77,2026-02-04 13:23:53 -0500
81,2026-02-04 13:29:00 -0500
59,2026-02-04 13:34:50 -0500
73,2026-02-04 13:38:17 -0500
76,2026-02-04 13:42:43 -0500
62,2026-02-04 13:48:43 -0500
67,2026-02-04 13:54:29 -0500
58,2026-02-04 13:57:37 -0500
77,2026-02-04 14:04:26 -0500
73,2026-02-04 14:10:31 -0500
73,2026-02-04 14:16:19 -0500
77.4091,2026-02-04 14:20:57 -0500
71,2026-02-04 14:20:54 -0500
74,2026-02-04 14:24:36 -0500
71,2026-02-04 14:27:33 -0500
94,2026-02-04 14:40:06 -0500
80,2026-02-04 14:50:19 -0500
76,2026-02-04 14:54:06 -0500
64,2026-02-04 14:57:28 -0500
72,2026-02-04 15:01:45 -0500
85,2026-02-04 15:45:45 -0500
91,2026-02-04 15:49:07 -0500
115,2026-02-04 15:55:54 -0500
146,2026-02-04 15:56:09 -0500
146,2026-02-04 15:56:14 -0500
146,2026-02-04 15:56:19 -0500
145,2026-02-04 15:56:21 -0500
146,2026-02-04 15:56:27 -0500
153,2026-02-04 15:56:33 -0500
157,2026-02-04 15:56:37 -0500
162,2026-02-04 15:56:42 -0500
163,2026-02-04 15:56:45 -0500
165,2026-02-04 15:56:50 -0500
165,2026-02-04 15:56:57 -0500
170,2026-02-04 15:57:04 -0500
173,2026-02-04 15:57:08 -0500
173,2026-02-04 15:57:10 -0500
173,2026-02-04 15:57:16 -0500
175,2026-02-04 15:57:20 -0500
72,2026-02-04 15:54:53 -0500
174,2026-02-04 15:57:25 -0500
176,2026-02-04 15:57:31 -0500
175,2026-02-04 15:57:39 -0500
175,2026-02-04 15:57:44 -0500
177,2026-02-04 15:57:47 -0500
177,2026-02-04 15:57:50 -0500
176,2026-02-04 15:57:58 -0500
175,2026-02-04 15:58:04 -0500
175,2026-02-04 15:58:05 -0500
176,2026-02-04 15:58:10 -0500
173,2026-02-04 15:58:16 -0500
172,2026-02-04 15:58:20 -0500
174,2026-02-04 15:58:25 -0500
176,2026-02-04 15:58:34 -0500
177,2026-02-04 15:58:39 -0500
177,2026-02-04 15:58:40 -0500
176,2026-02-04 15:58:49 -0500
178,2026-02-04 15:58:53 -0500
178,2026-02-04 15:58:59 -0500
179,2026-02-04 15:59:03 -0500
177,2026-02-04 15:59:08 -0500
176,2026-02-04 15:59:12 -0500
180,2026-02-04 15:59:17 -0500
180,2026-02-04 15:59:21 -0500
181,2026-02-04 15:59:25 -0500
181,2026-02-04 15:59:30 -0500
182,2026-02-04 15:59:37 -0500
181,2026-02-04 15:59:44 -0500
181,2026-02-04 15:59:49 -0500
182,2026-02-04 15:59:54 -0500
181,2026-02-04 15:59:57 -0500
182,2026-02-04 16:00:03 -0500
180,2026-02-04 16:00:05 -0500
178,2026-02-04 16:00:13 -0500
177,2026-02-04 16:00:16 -0500
176,2026-02-04 16:00:21 -0500
179,2026-02-04 16:00:25 -0500
179,2026-02-04 16:00:32 -0500
181,2026-02-04 16:00:39 -0500
183,2026-02-04 16:00:40 -0500
181,2026-02-04 16:00:49 -0500
181,2026-02-04 16:00:54 -0500
179,2026-02-04 16:00:59 -0500
179,2026-02-04 16:01:02 -0500
183,2026-02-04 16:01:09 -0500
185,2026-02-04 16:01:13 -0500
185,2026-02-04 16:01:17 -0500
187,2026-02-04 16:01:24 -0500
187,2026-02-04 16:01:25 -0500
187,2026-02-04 16:01:34 -0500
187,2026-02-04 16:01:38 -0500
187,2026-02-04 16:01:44 -0500
187,2026-02-04 16:01:45 -0500
186,2026-02-04 16:01:54 -0500
187,2026-02-04 16:01:56 -0500
189,2026-02-04 16:02:02 -0500
189,2026-02-04 16:02:08 -0500
189,2026-02-04 16:02:11 -0500
189,2026-02-04 16:02:15 -0500
189,2026-02-04 16:02:21 -0500
190,2026-02-04 16:02:29 -0500
189,2026-02-04 16:02:34 -0500
190,2026-02-04 16:02:35 -0500
190,2026-02-04 16:02:41 -0500
190,2026-02-04 16:02:45 -0500
190,2026-02-04 16:02:54 -0500
190,2026-02-04 16:02:56 -0500
190,2026-02-04 16:03:03 -0500
190,2026-02-04 16:03:06 -0500
189,2026-02-04 16:03:14 -0500
189,2026-02-04 16:03:18 -0500
189,2026-02-04 16:03:23 -0500
189,2026-02-04 16:03:27 -0500
190,2026-02-04 16:03:34 -0500
190,2026-02-04 16:03:39 -0500
192,2026-02-04 16:03:44 -0500
192,2026-02-04 16:03:45 -0500
192,2026-02-04 16:03:53 -0500
192,2026-02-04 16:03:59 -0500
192,2026-02-04 16:04:04 -0500
192,2026-02-04 16:04:09 -0500
192,2026-02-04 16:04:14 -0500
191,2026-02-04 16:04:16 -0500
185,2026-02-04 16:04:21 -0500
180,2026-02-04 16:04:29 -0500
179,2026-02-04 16:04:31 -0500
175,2026-02-04 16:04:37 -0500
170,2026-02-04 16:04:42 -0500
167,2026-02-04 16:04:49 -0500
166,2026-02-04 16:04:50 -0500
164,2026-02-04 16:04:57 -0500
163,2026-02-04 16:05:03 -0500
162,2026-02-04 16:05:09 -0500
159,2026-02-04 16:05:14 -0500
158,2026-02-04 16:05:17 -0500
154,2026-02-04 16:05:24 -0500
153,2026-02-04 16:05:27 -0500
147,2026-02-04 16:05:33 -0500
144,2026-02-04 16:05:39 -0500
144,2026-02-04 16:05:40 -0500
142,2026-02-04 16:05:47 -0500
144,2026-02-04 16:05:54 -0500
143,2026-02-04 16:05:56 -0500
139,2026-02-04 16:06:04 -0500
138,2026-02-04 16:06:06 -0500
138,2026-02-04 16:06:10 -0500
139,2026-02-04 16:06:15 -0500
135,2026-02-04 16:06:21 -0500
132,2026-02-04 16:06:25 -0500
136,2026-02-04 16:06:32 -0500
133,2026-02-04 16:06:39 -0500
133,2026-02-04 16:06:42 -0500
131,2026-02-04 16:06:46 -0500
131,2026-02-04 16:06:50 -0500
132,2026-02-04 16:06:58 -0500
131,2026-02-04 16:07:01 -0500
123,2026-02-04 16:07:07 -0500
127,2026-02-04 16:07:13 -0500
120,2026-02-04 16:07:19 -0500
120,2026-02-04 16:07:23 -0500
119,2026-02-04 16:07:28 -0500
119,2026-02-04 16:07:30 -0500
115,2026-02-04 16:07:39 -0500
114,2026-02-04 16:07:42 -0500
114,2026-02-04 16:07:45 -0500
119,2026-02-04 16:07:53 -0500
119,2026-02-04 16:07:57 -0500
119,2026-02-04 16:08:01 -0500
117,2026-02-04 16:08:05 -0500
109,2026-02-04 16:08:13 -0500
113,2026-02-04 16:08:18 -0500
113,2026-02-04 16:08:23 -0500
114,2026-02-04 16:08:29 -0500
114,2026-02-04 16:08:30 -0500
112,2026-02-04 16:08:35 -0500
112,2026-02-04 16:08:44 -0500
111,2026-02-04 16:08:45 -0500
106,2026-02-04 16:08:54 -0500
108,2026-02-04 16:08:57 -0500
111,2026-02-04 16:09:03 -0500
110,2026-02-04 16:09:07 -0500
108,2026-02-04 16:09:14 -0500
109,2026-02-04 16:09:19 -0500
109,2026-02-04 16:09:20 -0500
109,2026-02-04 16:09:27 -0500
109,2026-02-04 16:09:31 -0500
103,2026-02-04 16:09:37 -0500
109,2026-02-04 16:09:42 -0500
104,2026-02-04 16:09:48 -0500
110,2026-02-04 16:09:53 -0500
109,2026-02-04 16:09:58 -0500
110,2026-02-04 16:10:00 -0500
107,2026-02-04 16:10:09 -0500
108,2026-02-04 16:10:12 -0500
105,2026-02-04 16:10:19 -0500
110,2026-02-04 16:10:23 -0500
111,2026-02-04 16:10:25 -0500
103,2026-02-04 16:10:31 -0500
110,2026-02-04 16:10:37 -0500
103,2026-02-04 16:10:43 -0500
110,2026-02-04 16:10:49 -0500
110,2026-02-04 16:10:54 -0500
110,2026-02-04 16:10:55 -0500
109,2026-02-04 16:11:04 -0500
110,2026-02-04 16:11:09 -0500
109,2026-02-04 16:11:11 -0500
108,2026-02-04 16:11:19 -0500
108,2026-02-04 16:11:24 -0500
108,2026-02-04 16:11:25 -0500
103,2026-02-04 16:11:31 -0500
108,2026-02-04 16:11:38 -0500
107,2026-02-04 16:11:40 -0500
110,2026-02-04 16:11:45 -0500
108,2026-02-04 16:11:52 -0500
112,2026-02-04 16:11:57 -0500
108,2026-02-04 16:12:00 -0500
106,2026-02-04 16:12:06 -0500
101,2026-02-04 16:12:12 -0500
113,2026-02-04 16:12:19 -0500
105,2026-02-04 16:12:24 -0500
108,2026-02-04 16:12:28 -0500
107,2026-02-04 16:12:32 -0500
107,2026-02-04 16:12:37 -0500
110,2026-02-04 16:12:41 -0500
104,2026-02-04 16:12:48 -0500
105,2026-02-04 16:12:51 -0500
104,2026-02-04 16:12:58 -0500
108,2026-02-04 16:13:04 -0500
105,2026-02-04 16:13:09 -0500
105,2026-02-04 16:13:10 -0500
115,2026-02-04 16:13:18 -0500
108,2026-02-04 16:13:24 -0500
106,2026-02-04 16:13:26 -0500
111,2026-02-04 16:13:30 -0500
99,2026-02-04 16:13:39 -0500
101,2026-02-04 16:13:41 -0500
102,2026-02-04 16:13:46 -0500
100,2026-02-04 16:13:50 -0500
113,2026-02-04 16:13:59 -0500
114,2026-02-04 16:14:00 -0500
101,2026-02-04 16:14:09 -0500
103,2026-02-04 16:14:13 -0500
98,2026-02-04 16:14:19 -0500
103,2026-02-04 16:14:24 -0500
103,2026-02-04 16:14:26 -0500
102,2026-02-04 16:14:35 -0500
107,2026-02-04 16:14:40 -0500
108,2026-02-04 16:14:41 -0500
100,2026-02-04 16:14:48 -0500
105,2026-02-04 16:14:51 -0500
99,2026-02-04 16:14:58 -0500
104,2026-02-04 16:15:04 -0500
100,2026-02-04 16:15:10 -0500
103,2026-02-04 16:15:14 -0500
104,2026-02-04 16:15:16 -0500
100,2026-02-04 16:15:21 -0500
98,2026-02-04 16:15:29 -0500
100,2026-02-04 16:15:31 -0500
108,2026-02-04 16:15:36 -0500
102,2026-02-04 16:15:42 -0500
112,2026-02-04 16:15:50 -0500
112,2026-02-04 16:15:53 -0500
110,2026-02-04 16:15:58 -0500
117,2026-02-04 16:16:04 -0500
112,2026-02-04 16:16:09 -0500
111,2026-02-04 16:16:15 -0500
108,2026-02-04 16:16:20 -0500
109,2026-02-04 16:16:21 -0500
107,2026-02-04 16:16:26 -0500
104,2026-02-04 16:16:34 -0500
104,2026-02-04 16:16:36 -0500
110,2026-02-04 16:16:45 -0500
113,2026-02-04 16:16:48 -0500
114,2026-02-04 16:16:51 -0500
111,2026-02-04 16:17:00 -0500
111,2026-02-04 16:17:05 -0500
108,2026-02-04 16:17:07 -0500
108,2026-02-04 16:17:14 -0500
104,2026-02-04 16:17:20 -0500
107,2026-02-04 16:17:25 -0500
107,2026-02-04 16:17:26 -0500
106,2026-02-04 16:17:32 -0500
108,2026-02-04 16:17:39 -0500
112,2026-02-04 16:17:43 -0500
101,2026-02-04 16:17:49 -0500
105,2026-02-04 16:17:54 -0500
105,2026-02-04 16:17:56 -0500
101,2026-02-04 16:18:01 -0500
104,2026-02-04 16:18:06 -0500
110,2026-02-04 16:18:14 -0500
109,2026-02-04 16:18:20 -0500
110,2026-02-04 16:18:22 -0500
109,2026-02-04 16:18:27 -0500
111,2026-02-04 16:18:31 -0500
104,2026-02-04 16:18:40 -0500
108,2026-02-04 16:18:43 -0500
113,2026-02-04 16:18:50 -0500
112,2026-02-04 16:18:52 -0500
111,2026-02-04 16:18:56 -0500
115,2026-02-04 16:19:01 -0500
105,2026-02-04 16:19:10 -0500
99,2026-02-04 16:19:15 -0500
99,2026-02-04 16:19:20 -0500
100,2026-02-04 16:19:25 -0500
100,2026-02-04 16:19:26 -0500
108,2026-02-04 16:19:31 -0500
100,2026-02-04 16:19:41 -0500
104,2026-02-04 16:19:43 -0500
103,2026-02-04 16:19:47 -0500
101,2026-02-04 16:19:56 -0500
102,2026-02-04 16:19:59 -0500
95,2026-02-04 16:20:05 -0500
95,2026-02-04 16:20:10 -0500
99,2026-02-04 16:20:16 -0500
100,2026-02-04 16:20:17 -0500
99,2026-02-04 16:20:24 -0500
99,2026-02-04 16:20:30 -0500
102,2026-02-04 16:20:33 -0500
95,2026-02-04 16:20:38 -0500
103,2026-02-04 16:20:46 -0500
102,2026-02-04 16:20:48 -0500
105,2026-02-04 16:20:56 -0500
108,2026-02-04 16:20:58 -0500
105,2026-02-04 16:21:04 -0500
107,2026-02-04 16:21:07 -0500
115,2026-02-04 16:21:14 -0500
109,2026-02-04 16:21:21 -0500
108,2026-02-04 16:21:26 -0500
108,2026-02-04 16:21:27 -0500
102,2026-02-04 16:21:33 -0500
108,2026-02-04 16:21:39 -0500
107,2026-02-04 16:21:46 -0500
108,2026-02-04 16:21:47 -0500
101,2026-02-04 16:21:55 -0500
99,2026-02-04 16:21:57 -0500
106,2026-02-04 16:22:03 -0500
94,2026-02-04 16:22:11 -0500
98,2026-02-04 16:22:16 -0500
98,2026-02-04 16:22:17 -0500
102,2026-02-04 16:22:26 -0500
102,2026-02-04 16:22:27 -0500
102,2026-02-04 16:22:34 -0500
105,2026-02-04 16:22:38 -0500
105,2026-02-04 16:22:42 -0500
104,2026-02-04 16:22:51 -0500
107,2026-02-04 16:22:55 -0500
98,2026-02-04 16:23:01 -0500
98,2026-02-04 16:23:02 -0500
102,2026-02-04 16:23:11 -0500
101,2026-02-04 16:23:15 -0500
108,2026-02-04 16:23:21 -0500
108,2026-02-04 16:23:22 -0500
102,2026-02-04 16:23:31 -0500
102,2026-02-04 16:23:32 -0500
104,2026-02-04 16:23:37 -0500
102,2026-02-04 16:23:46 -0500
104,2026-02-04 16:23:51 -0500
102,2026-02-04 16:23:56 -0500
101,2026-02-04 16:24:01 -0500
101,2026-02-04 16:24:03 -0500
100,2026-02-04 16:24:10 -0500
99,2026-02-04 16:24:12 -0500
111,2026-02-04 16:24:21 -0500
104,2026-02-04 16:24:26 -0500
103,2026-02-04 16:24:27 -0500
106,2026-02-04 16:24:32 -0500
94,2026-02-04 16:24:39 -0500
96,2026-02-04 16:24:44 -0500
96,2026-02-04 16:24:47 -0500
103,2026-02-04 16:24:56 -0500
102,2026-02-04 16:25:00 -0500
103,2026-02-04 16:25:03 -0500
97,2026-02-04 16:25:10 -0500
95,2026-02-04 16:25:16 -0500
98,2026-02-04 16:25:21 -0500
100,2026-02-04 16:25:23 -0500
97,2026-02-04 16:25:28 -0500
99,2026-02-04 16:25:32 -0500
99,2026-02-04 16:25:39 -0500
103,2026-02-04 16:25:46 -0500
102,2026-02-04 16:25:48 -0500
106,2026-02-04 16:25:54 -0500
105,2026-02-04 16:25:57 -0500
101,2026-02-04 16:26:02 -0500
100,2026-02-04 16:26:11 -0500
99,2026-02-04 16:26:15 -0500
97,2026-02-04 16:26:21 -0500
97,2026-02-04 16:26:22 -0500
99,2026-02-04 16:26:27 -0500
112,2026-02-04 16:26:33 -0500
121,2026-02-04 16:26:37 -0500
112,2026-02-04 16:26:44 -0500
112,2026-02-04 16:26:47 -0500
121,2026-02-04 16:26:56 -0500
121,2026-02-04 16:27:00 -0500
123,2026-02-04 16:27:04 -0500
124,2026-02-04 16:27:11 -0500
125,2026-02-04 16:27:16 -0500
122,2026-02-04 16:27:21 -0500
122,2026-02-04 16:27:22 -0500
123,2026-02-04 16:27:27 -0500
122,2026-02-04 16:27:32 -0500
122,2026-02-04 16:27:37 -0500
114,2026-02-04 16:27:44 -0500
117,2026-02-04 16:27:47 -0500
117,2026-02-04 16:27:55 -0500
118,2026-02-04 16:27:57 -0500
118,2026-02-04 16:28:06 -0500
117,2026-02-04 16:28:07 -0500
119,2026-02-04 16:28:14 -0500
116,2026-02-04 16:28:21 -0500
117,2026-02-04 16:28:22 -0500
118,2026-02-04 16:28:27 -0500
117,2026-02-04 16:28:36 -0500
